image_id,file,view,camera_distance,clip_construction,clip_empty,clip_closeup,L1_score,bim_style,bim_edges,L2_score,clip_pair_sim,depth_ssim,L3_score,stage,stage_conf,L4_stage_idx,L1_score_norm,L2_score_norm,L3_score_norm,composite,keep
0004942,0004942.jpg,elevation view,long distance,25.99380111694336,22.168373107910156,16.75077247619629,14.318056106567383,0.7712700540879194,0.059719085693359375,0.6698654825547162,0.6417970657348633,0.20867538480576095,0.46854839336322235,foundation,30.414045333862305,1,0.8693040828598907,0.7491855972407319,0.4442062468351495,5.143456298298041,True
0004955,0004955.jpg,elevation view,mid distance,22.202781677246094,15.804622650146484,15.261777877807617,12.882862091064453,0.7297916659186868,0.07448577880859375,0.7022205599616556,0.6615086197853088,0.11088490794319258,0.4412591350484623,foundation,30.513870239257812,1,0.7352638179097232,0.817320906561101,0.3551960994097965,5.108548737724803,True
0005097,0005097.jpg,elevation view,mid distance,22.691442489624023,21.33855438232422,16.83145523071289,11.240438461303711,0.7473711485021255,0.06475257873535156,0.6711340421788833,0.5661054849624634,0.34824288476044185,0.47896044488165473,excavation,30.543285369873047,0,0.5818692969491553,0.7518570080149004,0.4781675304276305,5.087468105697718,True
0005228,0005228.jpg,elevation view,mid distance,18.12906265258789,19.47125244140625,13.880670547485352,8.123485565185547,0.6943061379825367,0.05743885040283203,0.5815003899966968,0.6514832973480225,0.23608302744273657,0.48532318938590807,excavation,31.032901763916016,0,0.2907607865179273,0.5631009577624038,0.49892107454455215,5.032615062346746,True
0005061,0005061.jpg,elevation view,mid distance,20.2965145111084,18.627538681030273,14.70460319519043,10.296871185302734,0.7140511815688189,0.04487419128417969,0.5384221379897173,0.6847116351127625,0.4019607009838286,0.5716112614611889,excavation,30.10160255432129,0,0.49374462090724874,0.47238412872935526,0.7803693252768207,5.015570599185753,True
0005018,0005018.jpg,elevation view,mid distance,21.003969192504883,19.247373580932617,15.564556121826172,10.56039047241211,0.7552918041453642,0.024863243103027344,0.47960801966050093,0.6751312017440796,0.3393390119038902,0.5408143258080038,excavation,30.392959594726562,0,0.5183560634593152,0.348529745864968,0.6799180872431198,5.005558620885957,True
0004969,0004969.jpg,elevation view,mid distance,21.794607162475586,20.67254066467285,12.876730918884277,11.72982406616211,0.7232966434254365,0.04015350341796875,0.5240641605152803,0.4924851655960083,0.3843855815304854,0.44924533196979916,excavation,30.374080657958984,0,0.6275755745878833,0.44214821786654146,0.38124490429620894,4.9692952968257105,True
0004996,0004996.jpg,elevation view,short distance,20.940202713012695,17.832548141479492,15.830610275268555,10.841255187988281,0.7036628588508157,0.024587631225585938,0.42660101497874536,0.7102944850921631,0.3296885279986336,0.5580521022547512,excavation,29.964160919189453,0,0.5445874861689416,0.2369043396045253,0.7361430313259855,4.938069378028027,True
0004987,0004987.jpg,elevation view,short distance,20.188779830932617,18.05923080444336,15.701179504394531,10.060656547546387,0.6623866945154526,0.041289329528808594,0.46883334215949557,0.6564987897872925,0.33750848495028796,0.5289026678524906,excavation,29.590150833129883,0,0.4716833021670968,0.32583976818001986,0.641065494824837,4.853807206112068,True
0004893,0004893.jpg,elevation view,mid distance,19.640148162841797,19.37433433532715,12.957356452941895,9.940640449523926,0.7107561605116901,0.054070472717285156,0.5811085240981159,0.6039605736732483,0.3647953056971799,0.508294466482821,excavation,29.303550720214844,0,0.46047437194341645,0.5622757424839452,0.5738471402280206,4.846397997304644,True
0004887,0004887.jpg,elevation view,short distance,17.158309936523438,15.21489143371582,15.074361801147461,8.071533203125,0.7471695574592141,0.036243438720703125,0.5283867510627297,0.6781631112098694,0.29218887658688725,0.5237734173606765,excavation,29.600149154663086,0,0.28590868408427655,0.4512509945439542,0.6243352730946626,4.825908308989133,True
0005240,0005240.jpg,elevation view,mid distance,20.814491271972656,20.58107566833496,16.112781524658203,9.806333541870117,0.7181260838228114,0.030327796936035156,0.46976506850298716,0.6055657863616943,0.42992731293537073,0.5353103969911649,excavation,29.40053367614746,0,0.44793074836911834,0.32780185474273416,0.6619657665990477,4.824999469598252,True
0005148,0005148.jpg,elevation view,short distance,20.42554473876953,14.524295806884766,14.557291984558105,11.701068878173828,0.7062890714757583,0.12709617614746094,0.4708081907384536,0.6140976548194885,0.20070909017923236,0.448742228963386,foundation,29.46902847290039,1,0.6248899773968369,0.32999852561693876,0.37960391895851836,4.804202071245899,True
0005159,0005159.jpg,elevation view,mid distance,19.841209411621094,18.00527000427246,15.481188774108887,9.795271873474121,0.6521588089886834,0.03519153594970703,0.4281164887372185,0.5295537114143372,0.39498264335098415,0.47572528418899596,excavation,29.774173736572266,0,0.44689764138387866,0.24009571732870055,0.4676153150879225,4.800503876759555,True
0005282,0005282.jpg,elevation view,mid distance,22.3889102935791,16.143033981323242,14.370203018188477,13.234938621520996,0.6481699797686409,0.10060596466064453,0.5451401564654182,0.6882402896881104,0.14680545144337703,0.471666354390217,foundation,28.703201293945312,1,0.7681460839416041,0.4865313446702965,0.4543761887030524,4.793869712052768,True
0004895,0004895.jpg,elevation view,mid distance,19.021923065185547,19.272703170776367,12.413543701171875,9.5160493850708,0.7727633195764878,0.05842781066894531,0.6649023729212143,0.5598222017288208,0.35174984877661597,0.4765932605479388,excavation,28.74387550354004,0,0.420819594847076,0.7387339761298818,0.4704464181827779,4.763644623472433,True
0005008,0005008.jpg,elevation view,mid distance,18.792747497558594,19.025785446166992,11.776302337646484,9.552120208740234,0.6962035998176126,0.059960365295410156,0.5960054262946634,0.568238377571106,0.22706661102255302,0.4317696709516848,excavation,29.225337982177734,0,0.4241884374630531,0.593646554128468,0.3242440453635014,4.7567420807067435,True
0004914,0004914.jpg,elevation view,mid distance,18.984569549560547,13.552302360534668,13.12237548828125,10.982166290283203,0.5759165236529182,0.053641319274902344,0.44412312002742993,0.6440999507904053,0.3800292870537043,0.5384716852957249,foundation,28.769302368164062,1,0.5577479099736721,0.27380346466055344,0.6722770302764022,4.75285370346477,True
0005316,0005316.jpg,elevation view,mid distance,20.079294204711914,15.33188247680664,13.201862335205078,11.519169807434082,0.7618766358319451,0.06712532043457031,0.6975032380047966,0.662711501121521,0.278228065214678,0.5089181267587838,foundation,27.95149040222168,1,0.6079014731439114,0.8073868802365213,0.5758813506292891,4.749705127524342,True
0005330,0005330.jpg,elevation view,mid distance,23.356428146362305,17.211563110351562,15.672529220581055,13.491199493408203,0.6539898457246668,0.0862417221069336,0.6227812351899988,0.6337300539016724,0.16699992828144347,0.4470380036535808,foundation,28.23949432373047,1,0.7920796251862596,0.6500326971267071,0.37404519895513405,4.748269770083665,True
0005011,0005011.jpg,elevation view,mid distance,19.527111053466797,14.481195449829102,15.786218643188477,10.446887016296387,0.7347043273028205,0.013239860534667969,0.40090362997616036,0.6670608520507812,0.46571267456633253,0.5865215810570017,foundation,28.660831451416016,1,0.5077553828780351,0.1827892078787016,0.8290027373715934,4.745849455756966,True
0005091,0005091.jpg,elevation view,mid distance,20.061691284179688,17.781776428222656,14.274385452270508,10.444841384887695,0.6717575140560375,0.02333354949951172,0.388425261553596,0.6512420177459717,0.4247173765590836,0.5606321612712164,excavation,28.7832088470459,0,0.5075643306766955,0.1565114932068585,0.7445584829580097,4.732246044449011,True
0005220,0005220.jpg,elevation view,mid distance,18.492900848388672,17.895357131958008,11.278181076049805,9.740839004516602,0.7572849767348345,0.0408935546875,0.5617527501723345,0.6312318444252014,0.32724553332476414,0.5096373199850265,excavation,28.625154495239258,0,0.4418138714557363,0.5215151648787314,0.5782271635625983,4.730164276011072,True
0005139,0005139.jpg,elevation view,short distance,18.631715774536133,16.68781852722168,15.534046173095703,8.965156555175781,0.7638261929680319,0.03678607940673828,0.5477565900017233,0.7110651731491089,0.3333480654325774,0.5599783300624963,excavation,28.43810272216797,0,0.36936883621748406,0.4920411911178929,0.7424258631700987,4.722264115920943,True
0004983,0004983.jpg,elevation view,mid distance,21.55679702758789,19.58026695251465,13.941388130187988,11.500299453735352,0.704241200615378,0.02616596221923828,0.43507101171156937,0.5666599869728088,0.40787179548641134,0.5031447103782498,excavation,28.72953987121582,0,0.6061390722544436,0.25474097896950193,0.5570500347594355,4.722072957528912,True
0005180,0005180.jpg,plan view,short distance,19.796022415161133,14.2744140625,15.147029876708984,10.969589233398438,0.687046490837546,0.030890464782714844,0.4414988147511202,0.5690781474113464,0.4051503601122754,0.503507032491718,foundation,28.77010726928711,1,0.556573272942778,0.2682770414193563,0.5582318310678324,4.717026881951088,True
